"Фитнес-клуб: Недельный отчет за 08.12.2025 - 14.12.2025"

"1. ОБЩАЯ СТАТИСТИКА ЗА НЕДЕЛЮ"
Показатель;Значение
"Количество тренировок";0
"Количество посетителей";0
"Доход от продаж абонементов";"0 в‚Ѕ"

"2. СТАТИСТИКА ПО ДНЯМ НЕДЕЛИ"
День;Дата;Тренировок;Посетителей;Заполняемость

"Отчет сгенерирован: 13.12.2025 20:14:18"
"Пользователь: Александр Петров"
