"Фитнес-клуб: Недельный отчет за 15.12.2025 - 21.12.2025"

"1. ОБЩАЯ СТАТИСТИКА ЗА НЕДЕЛЮ"
Показатель;Значение
"Количество тренировок";0
"Количество посетителей";0
"Доход от продаж абонементов";"0 в‚Ѕ"

"2. СТАТИСТИКА ПО ДНЯМ НЕДЕЛИ"
День;Дата;Тренировок;Посетителей;Заполняемость

"Отчет сгенерирован: 21.12.2025 17:45:57"
"Пользователь: Александр Петров"
